,리뷰,별점,리뷰자 평균 평점,리뷰자 누적 리뷰 개수,영업 시간,이미지url,가게명,가게 주소,메뉴,카카오 url,업종
17,"언양불고기의 특유의 불향맛이 없고 밋밋한 불고기맛 인데다가 고기는 많이 질긴듯..그리고 많이 식어서 나은데다가 식당자체가 썰렁해선지 금방 식어버림. 가격도 1인분에 20,000으로 주위고깃집보다 비싼편인데다가 양도 많이 작아서 쉽게 젓가락을 댈 수가 없음..",1,1.0,1,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
18,친절 맛있음,5,4.2,9,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
19,진짜 심하다...,1,2.0,190,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
20,맛은 기대했던 딱 좋은 정도 입니다. 주차장이 넓고 시설이 깨끗해서 이용에 불편은 없었습니다. 직원분들이 친절하신게 제일 인상에 남습니다. 부모님이나 가족모임에 추천합니다.,4,3.0,29,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
21,"KTX 울산역 인근에 위치한 언양 맛집 ‘언양향토불고기’ 이 집의 석쇠불고기는 부드러운 육질을 자랑하며, 함께 먹으면 더욱 맛이 좋은 양파간장소스와 부추무침, 백김치, 명이나물, 상추 등이 제공된다. 밑반찬들도 직접 만들고 있어 남녀노소 모두가 건강한 밥상을 즐길 수 있다. 이외에도 쫄깃한 육질과 입안에서 사르르 녹는 식감이 일품인 육회, 갈빗살, 등심, 낙엽살 등이 있으며 식사 메뉴로는 배추, 시래기나물, 두부 등 각종 채소가 들어간 칼칼하고 매콤한 된장찌개와 냉면이 있다.",4,4.0,352,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
22,깔끔하게 잘 먹구 갔네용ㅎㅎ,4,4.3,154,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
23,전반적으로 시설이랑 음식 깨끗하고언양불고기 맛이 아주 좋아요!냉면도 맛있어요!,5,5.0,2,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
24,,5,3.9,20,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
25,장인어른 연애하실때부터 다니시던 언양불고기집^^,5,4.4,101,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
26,냉면을 먹으러 가자. 언양불고기는 거들 뿐. (왼손처럼. ㅋ),5,5.0,4,매일 11:00 ~ 21:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5DCB1EAACA34CFC9A77ED165293090E',언양향토불고기,울산 울주군 삼남읍 울산역로 356 (우)44947,언양석쇠불고기 (1인분) 등심 (1인분) 낙엽살 (1인분) 갈비살 (1인분) 육회 (200g),https://place.map.kakao.com/9595201,"불고기,두루치기"
0,,5,3.4,32,매일 17:00 ~ 02:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95EE083F00D545E4B0CB7A5FB015CDCD',청기와숯불갈비,울산 남구 삼산로29번길 19 (우)44677,,https://place.map.kakao.com/860226688,갈비
1,가격도 저렴하고 맛있어요!진짜 숨겨진 맛집!,4,3.6,22,매일 17:00 ~ 02:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95EE083F00D545E4B0CB7A5FB015CDCD',청기와숯불갈비,울산 남구 삼산로29번길 19 (우)44677,,https://place.map.kakao.com/860226688,갈비
2,"1. 테이블 상당히 더러움.2. 참숯 아님.3. 그저그런 맛. (돼지갈비, 삼겹살)4. 조금의 불친절.5. 직원이 두 명이라서 조금 느림.6. 밑반찬은 좋음.7. 된찌 맛있음.8. 꼬돌밥임.재방문 의사는 없습니다.",2,3.9,116,매일 17:00 ~ 02:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95EE083F00D545E4B0CB7A5FB015CDCD',청기와숯불갈비,울산 남구 삼산로29번길 19 (우)44677,,https://place.map.kakao.com/860226688,갈비
3,"음식값이 저렴 해서 가성비 갑 ~  맛은 보통 무난 ~  둘째,세째주 화요일 휴무 라고 하네요.",4,3.0,15,매일 17:00 ~ 02:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95EE083F00D545E4B0CB7A5FB015CDCD',청기와숯불갈비,울산 남구 삼산로29번길 19 (우)44677,,https://place.map.kakao.com/860226688,갈비
4,사장님과 할머니 빼고 나머지 직원들이 불친절하지만 맛있고 가격이 싸다,4,3.0,50,매일 17:00 ~ 02:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95EE083F00D545E4B0CB7A5FB015CDCD',청기와숯불갈비,울산 남구 삼산로29번길 19 (우)44677,,https://place.map.kakao.com/860226688,갈비
5,목살이 아닌 진짜 갈비,5,3.8,122,매일 17:00 ~ 02:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F95EE083F00D545E4B0CB7A5FB015CDCD',청기와숯불갈비,울산 남구 삼산로29번길 19 (우)44677,,https://place.map.kakao.com/860226688,갈비
0,배민 리뷰 5점이길래 기대하고 갈비찜 큰거 주문했는데 헐 국물이 전혀 졸여지지도 않았고 완전 탕이에요제가 만들어도 이것보다 더 잘만들것 같아요 다신 주문 안할꺼임. 만두랑 큰거 주문했는데 식혜도 서비스로 안줌.,1,3.7,6,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
1,"-점수가 있었다면 최악 점수를 주고 싶다. 1점도 아깝네요. 불친절에 손님에게 되레 싫으면 가라는 전형적인 동네 무대뽀 식당. 특히 카운터 보는 여자분...사장님과 무슨 관계 되는 듯 패악으로 손님을 대하네요. 그래도 명성이 있다길래 가봤더니 밑에 악플이 괜시리 있는게 아니네요. 맛도 별로에요. 참나 가족들과 돈버리고, 시간버리고, 기분도 완전 버렸네",1,3.0,4,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
2,남직원 불친절,1,2.0,29,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
3,주인완전불친절,1,1.0,5,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
4,갈비찜 최고.,4,4.1,166,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
5,뜨끈~한 국물 좋음 고기도 충분함,4,4.0,10,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
6,갈비탕 포장해서 왔는데 갈비는 없고 전부 관절뼈만 잔뜩 이게 고객을 감동시키는 황장군인가요?,1,3.2,12,매일 11:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1728EF3A4FFFF05D08',황장군 본사직영점,울산 남구 왕생로 62 (우)44707,명품갈비찜 (소) 갈비찜 (소) 갈비탕 영양갈비탕 전복갈비탕 회냉면,https://place.map.kakao.com/14737708,냉면
0,특별한 오리고기라 좋았어요탕 맛은 그냥 그럼,3,4.3,4,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A7FD0ECE3BC4D19A9C4E6F440F6AC28',송림생오리 참숯불구이,울산 남구 달삼로76번길 6 (우)44720,생 오리숯불 소금구이 생 오리불고기 특수부위(오리날개&목살),https://place.map.kakao.com/10546729,오리
1,여기 오리날개(특수부위)구이 소주안주로 똭!!ㅎㅎ,3,3.1,322,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A7FD0ECE3BC4D19A9C4E6F440F6AC28',송림생오리 참숯불구이,울산 남구 달삼로76번길 6 (우)44720,생 오리숯불 소금구이 생 오리불고기 특수부위(오리날개&목살),https://place.map.kakao.com/10546729,오리
2,완전 별미에 맛있어요 쫀득쫀득 쫀드기 왜먹음!!,5,3.5,46,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A7FD0ECE3BC4D19A9C4E6F440F6AC28',송림생오리 참숯불구이,울산 남구 달삼로76번길 6 (우)44720,생 오리숯불 소금구이 생 오리불고기 특수부위(오리날개&목살),https://place.map.kakao.com/10546729,오리
3,생오리날개구이 맛나용^^ 근데 싸비스로 주시는 오리탕은 완전 조미료 맛이예용 ^^;;;;  공짜니까 뭐 ㅋㅋㅋ,4,4.3,117,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A7FD0ECE3BC4D19A9C4E6F440F6AC28',송림생오리 참숯불구이,울산 남구 달삼로76번길 6 (우)44720,생 오리숯불 소금구이 생 오리불고기 특수부위(오리날개&목살),https://place.map.kakao.com/10546729,오리
4,,3,4.0,424,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A7FD0ECE3BC4D19A9C4E6F440F6AC28',송림생오리 참숯불구이,울산 남구 달삼로76번길 6 (우)44720,생 오리숯불 소금구이 생 오리불고기 특수부위(오리날개&목살),https://place.map.kakao.com/10546729,오리
5,정말 맛있습니다. 다만 사람은 넘 많습니다. 예약하면 좋습니다. 직원분들 인심도 좋으시고 푸짐하고 오리고기 싱싱하고 밑반찬도 정말 맛있어요. 또가요.,5,3.3,91,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A7FD0ECE3BC4D19A9C4E6F440F6AC28',송림생오리 참숯불구이,울산 남구 달삼로76번길 6 (우)44720,생 오리숯불 소금구이 생 오리불고기 특수부위(오리날개&목살),https://place.map.kakao.com/10546729,오리
0,주문 받으시는 사장님이 진짜 너무나 친절하세요…서비스도 잘 챙겨 주시고 남자 둘이서 술마시러 왔는데도 “손님 여긴 너무 시끄럽진 않으세요?”라고 걱정해 주시면서 방으로 안내해 주시고…진짜 가족 처럼 친절하시고 자상하신 분들 때문에 술이랑 밥도 먹고 바다보며 힐링하고 갑니다!!,5,5.0,8,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
1,맛좋은 코다리시래기 너무 질김진짜 시래기 질김. 맛은 있는..  찔겨서 ㅡㅡ 3.5점,3,2.8,73,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
2,뷰도 좋고 맛도 좋고부모님 모시고 꼭 다시 들리고 싶은 곳,5,4.2,224,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
3,존맛 역시 아줌마 많은곳은 찐 맛집임,5,3.6,21,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
4,찐맛집,5,5.0,15,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
5,가족끼리 코다리찜 중 시켰는데 처음에 대 시킨줄 알고 놀랬어요 양은 많았고 저희 집은 4인기준이라 양이 괜찮았어요 일하시는 분들도 반찬 리필 많이 했는데 싫은 내색 전혀 없으시고 착하시더라고요 진짜 맛있어요 완전 강추!! 다음에 또 재방문하겠습니다!!!!,5,5.0,14,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
6,"일보고 늦은점심 먹으러 들어간 집! 매장도 되게 깔끔하고, 음식도 맛있어요! 양도 많고 사장님도 친절하시고 굳굳!!!",5,4.9,295,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
7,"여자친구랑 울산 해돋이 보러 갔을때 갔었는데요~비리지도 않고 엄청 맛있었어요, 입맛 까다로운 여친도 맛있다고 하고 정말 맛집입니다!열심히 찾아본 보람이 있네여ㅋㅋ 올만에 매운거 먹었더니 땀도 나고 정갈하고 힘이 생긴거 같아유~직원이랑 카운터 사장님도 친절 했습니다~! 울산 바다고 보고 즐거운 추억 만들고 왔네요!ㅎ",5,5.0,1,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
8,코다리찜을 좋아하는데 확실히 시래기가식감을 책임지고 맛도 좋아서 단골이 될것 같습니다,5,5.0,48,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
9,깔끔하고 상차림 반찬 밸런스 괜찮고 코다리찜 일품이네요~ 너무 만족스러워용 ( •᷄⌓•᷅ ),5,5.0,521,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fe46293bb7ea7c49bdb534782b43e381c73cb9904',산너머남촌 동구점,울산 동구 동해안로 596 2층 (우)44013,"시래기코다리찜 (1인) 시래기 코다리찜(소) 시래기 코다리찜(중) 시래기 코다리찜(대) 시래기사래 뼈없는 닭발(1인분) 빨간맛 LA 소갈비찜(중간맛,매운맛) 간장맛 LA 소갈비찜(순한맛) 주먹밥 공기밥 라면사리",https://place.map.kakao.com/9809883,한식
